,battery_id,formula_charge,id_charge,stability_charge,formula_discharge,id_discharge,stability_discharge,average_voltage,max_delta_volume,working_ion
2044,mp-765682_Li,V3CrO8,mp-849352,0.03999551916668232,Li3V3CrO8,mp-765682,0.10192448825002033,2.381977593333332,0.05752069582469765,Li
2045,mp-764013_Li,Li2V3CrO8,mp-777666,0.023660569538700216,Li5V3CrO8,mp-764013,0.08476849186273583,1.496325056666663,0.06801422188298845,Li
2046,mp-767775_Li,MnCr3(PO4)6,mp-774419,0.05403948756125754,Li6MnCr3(PO4)6,mp-767775,0.04662341856698582,4.325805078333337,0.0085211068968849,Li
2047,mp-768041_Li,MnCr3(PO4)4,mp-775116,0.014868009791662471,Li4MnCr3(PO4)4,mp-768041,0.00459145723214327,2.9712480200000018,0.12190729820943025,Li
2048,mp-761634_Li,MnCr(PO4)2,mp-775016,0.013341121666663014,Li2MnCr(PO4)2,mp-761634,0.0031204770833364037,3.2690713825,0.10980892206217896,Li
2049,mp-771092_Li,Mn3Cr(PO4)6,mp-772450,0.060564294301461714,Li6Mn3Cr(PO4)6,mp-771092,0.05581096430209875,4.2696506566666645,0.06017973719862724,Li
2050,mp-776829_Li,Mn7Cr(PO4)12,mp-778074,0.06734509218749096,Li8Mn7Cr(PO4)12,mp-776829,0.022402878700661155,4.803642777499993,0.06251339501912967,Li
2051,mp-764909_Li,Mn3Cr(PO4)4,mp-775395,0.009674361874994377,Li4Mn3Cr(PO4)4,mp-767307,0.0021030455059509734,3.550880675,0.09140690757309876,Li
2052,mp-764909_Li,Mn3Cr(PO4)4,mp-775395,0.009674361874994377,Li5Mn3Cr(PO4)4,mp-764909,0.08850725552299288,2.7804757380000007,0.09140690757309876,Li
2053,mp-763334_Li,Mn5Cr(PO4)6,mp-772327,0.033300475555535065,Li4Mn5Cr(PO4)6,mp-763334,0.06636994506248595,3.4733922874999954,0.07167062774410815,Li
2057,mp-761712_Li,Cr3Co3(TeO8)2,mp-761712,0.07804927015625117,Li4Cr3Co3(TeO8)2,mp-775136,0.034551040178576464,3.8640786050000013,0.1076514263873487,Li
2061,mp-763178_Li,Ti3Ni3(TeO8)2,mp-771578,0.10183931578125094,Li4Ti3Ni3(TeO8)2,mp-763178,0.029351953839270806,3.8528547824999935,0.08565149618451806,Li
2062,mp-1176894_Li,LiMnPCO7,mp-769716,0.01828240073863885,Li2MnPCO7,mp-769717,0.011016871388891404,4.052998550000003,0.02517882604067334,Li
2063,mp-1176894_Li,LiMnPCO7,mp-769716,0.01828240073863885,Li5Mn2P2(CO7)2,mp-770047,0.03993551226667158,3.7413378199999987,0.02517882604067334,Li
